title	url	agency	description	format	update_frequency	cost	license
NZ Kermadec Is Terrain Relief (Topo, 1:25k)	https://data.linz.govt.nz/layer/2398-nz-kermadec-is-terrain-relief-topo-125k/	Land Information New Zealand	<p>In addition to contour lines, relief shading helps visualise the terrain. Hills and  valleys are shaded as if they were illuminated from the north-west.<br /></p><p>Relief layers were generated for each sheet, and specifically for use in the Topo50 map series. There may be subtle differences in the relief shading of adjacent map sheets. Where no contour information exists, relief shading has not been produced.<br /></p><p>The Topo50 map series provides topographic mapping for the New Zealand mainland, the Chatham Islands, and offshore islands at 1:50,000 scale (some of the islands at 1:25,000).<br /></p><p>The Kermadec Island Group data and maps, although captured and presented at 1:25,000 scale are, to all intents and purposes, part of the Topo50 series.<br /></p><p>Further information on Topo50: <a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	kml/shp,other geo	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Topo 25 Map Sheets	https://data.linz.govt.nz/layer/899-nz-kermadec-is-topo-25-map-sheets/	Land Information New Zealand	<p>Polygon for each Topo50 map sheet holding extents of each sheet, it's sheet code, name, edition, and revision statement.  This is the same information that is printed on each Topo50 map</p><p>Data Dictionary for linz_map_sheet: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-linz_map_sheet">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Topo25 Gridless Maps	https://data.linz.govt.nz/layer/2406-nz-kermadec-is-topo25-gridless-maps/	Land Information New Zealand	<p>The Topo50 map series provides topographic mapping for the New Zealand mainland, the Chatham Islands, and offshore islands at 1:50,000 (some of the islands at 1:25,000) scale.<br /></p><p>The Kermadec Islands data and maps, although captured and presented at 1:25,000 scale are, to all intents and purposes, part of the Topo50 series.<br /></p><p>Along with the paper-based Topo50 map series, digital images of the maps are also publicly available.<br /></p><p>Georeferenced raster digital images are provided at a resolution of 300 DPI. Georeferencing allows adjacent maps to be accurately and automatically aligned within GIS systems.<br /></p><p>For more information, and a description of the georeferencing keys:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50/digital-images">www.linz.govt.nz/topography/topo-maps/topo50/digit...</a><br /></p><p>Please be aware of the following:<br /></p><ul><li><p>The existence of a road or track does not necessarily indicate public right of access.<br /></p></li><li><p>Closed tracks are defined as being no longer maintained or passable and should not be used by recreationalists. The Department of Conservation or other authorities should be contacted for the latest information on tracks and huts.<br /></p></li><li><p>Not all aerial wires, cableways and obstructions that could be hazardous to aircraft are held in the data.<br /></p></li><li><p>Contours and spot elevations in forest and snow areas may be less accurate.<br /></p></li><li><p>Not all pipelines including both underground and above ground are held in the data or shown on the printed maps. For the latest information please contact the utility and infrastructure agencies<br /></p></li><li><p>Permits may be required to visit some sensitive and special islands and areas.  Contact the Department of Conservation to see if you need to apply for a permit.</p></li></ul>	kml/shp,other geo	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Topo25 Maps	https://data.linz.govt.nz/layer/864-nz-kermadec-is-topo25-maps/	Land Information New Zealand	<p>The Topo50 map series provides topographic mapping for the New Zealand mainland, the Chatham Islands, and offshore islands at 1:50,000 (some of the islands at 1:25,000) scale.</p><p>The Kermadec Islands data and maps, although captured and presented at 1:25,000 scale are, to all intents and purposes, part of the Topo50 series.</p><p>Along with the paper-based Topo50 map series, digital images of the maps are also publicly available.</p><p>Georeferenced raster digital images are provided at a resolution of 300 DPI. Georeferencing allows adjacent maps to be accurately and automatically aligned within GIS systems. </p><p>For more information, and a description of the georeferencing keys:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50/digital-images">www.linz.govt.nz/topography/topo-maps/topo50/digit...</a></p><p>Please be aware of the following:</p><ul><li><p>The existence of a road or track does not necessarily indicate public right of access.</p></li><li><p>Closed tracks are defined as being no longer maintained or passable and should not be used by recreationalists. The Department of Conservation or other authorities should be contacted for the latest information on tracks and huts. </p></li><li><p>Not all aerial wires, cableways and obstructions that could be hazardous to aircraft are held in the data. </p></li><li><p>Contours and spot elevations in forest and snow areas may be less accurate.</p></li><li><p>Not all pipelines including both underground and above ground are held in the data or shown on the printed maps. For the latest information please contact the utility and infrastructure agencies</p></li><li><p>Permits may be required to visit some sensitive and special islands and areas.  Contact the Department of Conservation to see if you need to apply for a permit.</p></li></ul>	kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Track Centrelines (Topo, 1:25k)	https://data.linz.govt.nz/layer/921-nz-kermadec-is-track-centrelines-topo-125k/	Land Information New Zealand	<p>A deliberately formed route of a lesser quality than a road</p><p>Data Dictionary for track_cl: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-track_cl">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Tree Points (Topo, 1:25k)	https://data.linz.govt.nz/layer/922-nz-kermadec-is-tree-points-topo-125k/	Land Information New Zealand	<p>A woody perennial plant, having a self-supporting main stem or trunk.</p><p>Data Dictionary for tree_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-tree_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Kermadec Is Wreck Points (Topo, 1:25k)	https://data.linz.govt.nz/layer/923-nz-kermadec-is-wreck-points-topo-125k/	Land Information New Zealand	<p>A wrecked vessel, either submerged or visible which is attached to or foul of the bottom or cast up on the shore; or a greatly disabled or damaged vehicle</p><p>Data Dictionary for wreck_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-wreck_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>Although captured and presented at 1:25,000 this layer, for all intents and purposes, forms part of the Topo50 map series.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Ladder Centrelines (Topo, 1:50k)	https://data.linz.govt.nz/layer/290-nz-ladder-centrelines-topo-150k/	Land Information New Zealand	<p>A set of steps, or rungs, inserted in two uprights to serve as a means of ascending a cliff-face</p><p>Data Dictionary for ladder_cl: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-ladder_cl">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Ladder Points (Topo, 1:50k)	https://data.linz.govt.nz/layer/291-nz-ladder-points-topo-150k/	Land Information New Zealand	<p>A set of steps, or rungs, inserted in two uprights to serve as a means of ascending a cliff-face</p><p>Data Dictionary for ladder_pnt: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-ladder_pnt">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Lagoon Polygons (Topo, 1:250k)	https://data.linz.govt.nz/layer/2332-nz-lagoon-polygons-topo-1250k/	Land Information New Zealand	<p>A sheet of salt water separated from the open sea by sand, shingle banks or a road embankment. The sheet of water between an offshore reef, esp. of coral, and mainland. The sheet of water within a ring or horseshoe shaped atoll.</p><p>Data Dictionary for lagoon_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-lagoon_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo250 map series. The Topo250 map series provides topographic mapping for the New Zealand mainland and Chatham Islands, at 1:250,000 scale.</p><p>Further information on Topo250: <a href="http://www.linz.govt.nz/topography/topo-maps/topo250">www.linz.govt.nz/topography/topo-maps/topo250</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Lagoon Polygons (Topo, 1:50k)	https://data.linz.govt.nz/layer/292-nz-lagoon-polygons-topo-150k/	Land Information New Zealand	<p>A sheet of salt water separated from the open sea by sand, shingle banks or a road embankment. The sheet of water between an offshore reef, esp. of coral, and mainland. The sheet of water within a ring or horseshoe shaped atoll.</p><p>Data Dictionary for lagoon_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-lagoon_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Lake Polygons (Topo, 1:250k)	https://data.linz.govt.nz/layer/168-nz-lake-polygons-topo-1250k/	Land Information New Zealand	<p>Any standing body of fresh inland water.</p><p>Data Dictionary for lake_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-lake_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo250 map series. The Topo250 map series provides topographic mapping for the New Zealand mainland and Chatham Islands, at 1:250,000 scale.</p><p>Further information on Topo250: <a href="http://www.linz.govt.nz/topography/topo-maps/topo250">www.linz.govt.nz/topography/topo-maps/topo250</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Lake Polygons (Topo, 1:500k)	https://data.linz.govt.nz/layer/212-nz-lake-polygons-topo-1500k/	Land Information New Zealand	<p>Any standing body of fresh inland water.</p><p>Data Dictionary for lake_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-lake_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo500 data. The Topo500 map series will, when it is created, provide updated topographic mapping for the New Zealand mainland at 1:500,000 scale.</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
NZ Lake Polygons (Topo, 1:50k)	https://data.linz.govt.nz/layer/293-nz-lake-polygons-topo-150k/	Land Information New Zealand	<p>Any standing body of fresh inland water.</p><p>Data Dictionary for lake_poly: <a href="http://apps.linz.govt.nz/topo-data-dictionary/index.aspx?page=class-lake_poly">apps.linz.govt.nz/topo-data-dictionary/index.aspx?...</a></p><p>This layer is a component of the Topo50 map series. The Topo50 map series provides topographic mapping for the New Zealand mainland, Chatham and New Zealand's offshore islands, at 1:50,000 scale.</p><p>Further information on Topo50:<br /><a href="http://www.linz.govt.nz/topography/topo-maps/topo50">www.linz.govt.nz/topography/topo-maps/topo50</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
